,Date,User,Tweet
90,2022-05-05 03:33:17+00:00,doralyrztv,"My friends are asking me months ago, ""Who's your president?""

I decided to remain a non partisan as the topic is really toxic and messy. Politics here in PH has always been messy. As May 9 approaches, I hope we can choose the right man/woman fit for the role.
#PHElections2022"
91,2022-05-05 03:20:00+00:00,reportrdotworld,"Vice presidential candidate Sara Duterte delivered the flowers to senatorial candidate Loren Legarda as she was interviewed by Pastor Apollo Quiboloy. #PHElections2022 #OurTurn2022
https://t.co/kVOCaN4Nep"
92,2022-05-05 02:40:00+00:00,reportrdotworld,Feeling all sorts of emotions due to #PHElections2022 ? https://t.co/KokaEXDbAf https://t.co/2uxaud1J0N
93,2022-05-05 02:17:10+00:00,JOIEismyname,"Pag-isipan mabuti! Busisiin mabuti! Please VOTE WISELY! 

#PHElections2022 
#Eleksyon2022 https://t.co/jrEaWekjJd"
94,2022-05-05 02:00:00+00:00,reportrdotworld,Remember what's at stake.  #PHElections2022 #OurTurn2022 https://t.co/1sjBeaifup
95,2022-05-05 01:51:47+00:00,CarlotaDeGuzma1,"#Ipana10NatinParaSaLahat #LetLeniKikoLead2022 
#AngatbuhayparaSaLahatsaGobienotapat 
#LeniKikoAllTheWay 
#PHElections2022 
#WeDecide 
🌷🌷🌷🌷🌷🌷🌷🌷🌷💕💕💕💕💕💕💕💕💕🎀🎀🎀🎀🎀🎀 https://t.co/7iy2LdeliH"
96,2022-05-05 01:40:33+00:00,AsaAkongLabot,"Political candidates, please be considerate enough not to play your campaign songs so loudly on weekday mornings or afternoons. Some people are working at home, students have online classes, and there are newborns/elderly that finds it noisy. 

#PHElections2022 #Philippines"
97,2022-05-05 01:23:52+00:00,RossSigh,"Kakampinks disrespecting INC
Kakampinks disowning their parents.

Where’s the radikal na pagmamahal now? 🥴 #LetLeniLeave2022 #Kakamputa #PHElections2022"
98,2022-05-05 01:20:00+00:00,reportrdotworld,"Lorenzo Legarda-Leviste said he was left with no choice but to publicly state how ""absolutely disgusted"" he was by his mother Loren Legarda's choice in #PHElections2022
https://t.co/ynSHniUuh1"
99,2022-05-05 01:00:01+00:00,Fm2Manila,"Make sure to check for designated priority lanes to accommodate senior citizens, pregnant women and PWD more efficiently. #VoteFreelyAndFairly #PHElections2022 https://t.co/COnSPzNDr1"
100,2022-05-05 01:00:00+00:00,reportrdotworld,"Just refrain from taking selfies, says Comelec. #PHElections2022 #OurTurn2022 https://t.co/0nVcXkUbET https://t.co/zorW76lJC4"
101,2022-05-05 00:17:56+00:00,CarlotaDeGuzma1,"Keep on TOP,,,doing better,,
#LetLeniKikoLead2022 
#IpanaloNa10Tolahat
#AngatbuhayparaSaLahat
#angatbuhaysagobiernotapat #PHElections2022 
#WeDecide 
🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷 https://t.co/V7Q2ng6jQq"
102,2022-05-05 00:10:14+00:00,CarlotaDeGuzma1,"Oha!!!
#LetLeniKikoLead2022 
#AngatBuhayparasaLahatsaGobiernongtapat 
#PHElections2022 
#WeDecide 
#Ipana10NatinParaSaLahat 
🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷 https://t.co/2cLwIiqp2R"
103,2022-05-04 23:23:15+00:00,kuweniayey,Malapit na ang May 9. #undecided #PHElections2022
104,2022-05-04 22:21:18+00:00,doublenineseven,"for undecided voters 🤍

“Vote your Conscience” — vote for the candidate that mirror the values that you believed to be right 🇵🇭🤍 search your heart for what you believe is good.

#PHElections2022"
105,2022-05-04 22:10:14+00:00,OdinSayson,"Not naming anyone

but

I want her to win

#PHElections2022"
106,2022-05-04 21:46:09+00:00,onlyuns,"for undecided voters 🤍

“Vote your Conscience” — vote for the candidate that mirror the values that you believed to be right 🇵🇭🤍 search your heart for what you believe is good.

#PHElections2022"
107,2022-05-04 21:08:25+00:00,LolaAbrera,#neveragain #davidmedalla #philippines #PHElections2022 https://t.co/0nXoFo9xJL
108,2022-05-04 17:45:52+00:00,Andwue,"If you think, fighting for the right candidate is hilarious. I'd rather not be your friend. This election would dictate both our futures and we do not have the luxury for you to be apathetic about it. 
#Elections2022 #phelections2022"
109,2022-05-04 15:34:18+00:00,PEPalerts,Jaclyn Jose defends INC's choices for 2022 elections https://t.co/8O8UZhSa4v #PHElections2022
110,2022-05-04 15:15:58+00:00,skz4lyferz,To all registered filo voters pls pls do your research and ALWAYS FACT CHECK!! DONT settle for HEARSAYS (sabi sabi lang) nor a random person's tiktok vid for sources. #PHElections2022
111,2022-05-04 14:30:11+00:00,MargaYabir,"Registered voter here
Let see n lang sa may 9

#PHElections2022"
112,2022-05-04 14:13:01+00:00,lesanti_,Sometimes I think politicians intentionally do not prioritize education for the masses. So they  (or their political party) have a chance to win again next election. #PHElections2022
113,2022-05-04 13:46:04+00:00,adrianagbon,Hi to all the #PHvoters this May 9 #NationalElections2022 #Halalan2022 #PHElections2022 #NeverForget #NeverAgain
114,2022-05-04 13:32:34+00:00,iambenjamison,Simple. Get the money buy food but be smart not to vote for them on May 9! Please. #PHElections2022 #PHVote
115,2022-05-04 13:02:45+00:00,iamfranceolanda,"Vote for BBM-Sara tandem!
#NewProfilePic #BBMSaraUNITEAM #BBMforpresident #uniteamforever #PHElections2022 https://t.co/kQIToI5j6o"
116,2022-05-04 12:44:35+00:00,EdenIsMe112,"I am an EXOL and I wish for fairness and truth this coming #PHElections2022 
I'm still undecided. 💪
And you can't bash me. Just don't."
