,Date,User,Tweet
52,2022-05-06 04:21:46+00:00,perlSD79,@ichicklet @yuyunbibin @joketerte30 I dont know why u kept saying loyal even if i change my choice it's for ping lacson and tito sotto so 🤷‍♀️🤷‍♀️🤷‍♀️
53,2022-05-06 03:45:00+00:00,onenewsph,"David made the remark during the COMELEC and KBP #PiliPinasForum2022.

David also appeals to the public to support his rival Sen. Pres. Tito Sotto for the vice presidency. #BilangPilipino2022"
54,2022-05-06 03:42:46+00:00,Plaridel_DLSU,"INENDOSO ni vice presidential aspirant Rizalito David sina Bise Presidente Leni Robredo at Senador Tito Sotto III sa pagka-pangulo at pagka-bise presidente. Gayunpaman, nilinaw ni David na hindi siya aatras sa #Halalan2022. | mula @ABSCBNNews https://t.co/XvBZF8f8s1"
55,2022-05-06 03:23:05+00:00,ABSCBNNews,"JUST IN: Nagpahayag ng suporta si vice presidential bet Rizalito David kay presidential candidate Leni Robredo matapos unang iendorso ang katunggali niya sa pagkabise na si Tito Sotto. | via @sherieanntorres #Halalan2022 

Kaugnay na ulat: https://t.co/oIchz2sHtq https://t.co/vfHmXzqt7j"
56,2022-05-06 03:20:49+00:00,DZMMTeleRadyo,"JUST IN: Nagpahayag ng suporta si vice presidential bet Rizalito David kay presidential candidate Leni Robredo matapos unang iendorso ang katunggali niya sa pagkabise na si Tito Sotto. | via @sherieanntorres

Kaugnay na ulat:  https://t.co/XgULWAjMn5 https://t.co/qgu55xXgsu"
57,2022-05-06 03:07:11+00:00,wigaile,"Naa na koy gamit para dili i vote sa akong lola si Tito sotto!!!!! 

JUDY TAGUIWALO!"
58,2022-05-06 02:27:30+00:00,hashtags__ofc,MASTER HENYO AngPoetNyo: Tito Sotto sa Vice tayo! https://t.co/tnXMpUQZkz
59,2022-05-06 02:16:53+00:00,AngPoetNyo,Tito Sotto sa Vice tayo! https://t.co/gGqmQP8lbJ
60,2022-05-06 01:40:32+00:00,akosibatibot16,@mongramosjr Lakas tlaga ng loob at paniniwala nito ni Kiko na mananalo sya? Hindi nya nga maunahan si Tito Sotto sa surveys. Ang KAPAL.
61,2022-05-06 01:30:00+00:00,onenewsph,"Health protocols set by the IATF will be strictly observed during the canvassing of votes at the Senate and all personnel involved must be fully vaccinated, Senate President Tito Sotto says. #BilangPilipino2022
https://t.co/24YVtF1869"
62,2022-05-06 00:32:03+00:00,PaulVil94994403,@sejoalzir Baka Tito sotto not kiko
63,2022-05-05 23:30:00+00:00,manilabulletin,"Actress-singer Ciara Sotto thanked fellow showbiz personality Marissa Sanchez for supporting the tandem of Ping Lacson and Tito Sotto in the upcoming May 9 national elections.

https://t.co/ZI2wV0NSTs"
64,2022-05-05 23:07:39+00:00,pweetne,@LilMsMalditaMD True 🤣🤣🤣 pati nga sariling bise ni leni handang ilaglag maipasok lang si tito sotto 🤣🤣🥴🥴🥴
65,2022-05-05 22:36:29+00:00,radyopilipinas1,"Inaccuracies ng mga pre-election surveys, mapapatunayan ng resulta ng botohan sa Lunes — VP bet Tito Sotto  https://t.co/HEWOE10iv8"
66,2022-05-05 20:32:41+00:00,Astgsopbruh,@giancantdance Si Ping ang tingin ko support niya because of tito sotto
67,2022-05-05 20:25:01+00:00,BarristanKnight,@GManicurist @Angiemeadking HAHAHAHAHHAHAA baka nga kay tito sotto di manalo to eh🤣🤣🤣
68,2022-05-05 19:33:43+00:00,clngholland,@pilipinoir @ABSCBNNews Idk why people don’t understand na uncle nya si tito sotto and don pla mgkakaroon na ng conflict if he ever support leni. So taking a stance is difficult for him lalo na pag pamilya yung usapan 🫠🫠🫠
69,2022-05-05 19:21:07+00:00,jjoossh_,Nasaan kayo when Duterte repeatedly cursed the Pope. Nasaan kayo nung tinawag ni Tito Sotto ang solo parents na “na-ano” lang. Nasaan kayo nung Duterte kept on creating statements that objectify women and even said that “women cannot run the country”.
70,2022-05-05 16:13:58+00:00,shiningtwicexo,"@KABATAAN15 Correction dear. Ping Lacson and his running mate Tito Sotto are also supporting CPP-NPA-NDF too tulad nila Robredo, Pacquiao at Moreno kasi gusto nilang magkipag-peace talks sa mga kalaban ng taumbayan which sinagot ni Lacson sa The Jessica Soho Presidential Interviews."
71,2022-05-05 15:58:15+00:00,MayGeronimo2,"Lord, we ask You to please honor the integrity of heart and mind of Sen. Ping Lacson and Sen. Tito Sotto. 

They have fought the battle, they have remained strong and steadfast and they did not falter. 

Thank you for giving us courageous leaders like them."
72,2022-05-05 13:53:01+00:00,faulkzerotwo,"@JJ_AR1989 Tapos?

Si tito sotto nga na kasama ni Alden sa EB, actually di lang kasama kaclose pa nya ndi nya eniendorse di nagrereklamo, pero kaung mga kakampink kung makapag demand na iendorse ni Alden si VP Leni wagas, diktador lang? @JJ_AR1989"
73,2022-05-05 13:14:03+00:00,AngeliqueCapua,"Leggo kakamPING TUNAY 💙

Sen Ping Lacson and Sen Tito Sotto
Never late, never absent 👍 https://t.co/zEpDxhmPKj"
74,2022-05-05 13:03:43+00:00,honey_drippers,@oknext8 parang tito sotto lang na plagiarist!
75,2022-05-05 13:00:00+00:00,aroniza_jan,"We already have tito sotto, wag na dagdagan please lang talaga"
76,2022-05-05 11:55:46+00:00,michelle_dob,"Remember the niece of Tito-Sotto last year? This is how she ""decently"" showed her support w/o saying ""F*** my uncle"" on social media. 

It showed that she's been educated and was brought up with good morals. She's a good example to kids her generation. https://t.co/UOqOznmOy8"
